geometry_id,provenance,dataset_role,minimum,perturbation_family,geometry_sha256,result_sha256,energy_hartree,force_rms_ha_per_bohr,force_max_ha_per_bohr,sulfur_local_force_rms_ha_per_bohr,torsional_coverage,numerical_values_exposed
07_MIN01_O1_ACCEPTOR_1.7,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,0682a38d8bee7a206692483085f8815800d740a7d23682a3e7ce210c500431d5,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
12_MIN01_O2_ACCEPTOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,13b38e9659a1f3ea1d8d6d672e69c41ea196439196b802da6d1525c8e4135ee5,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
09_MIN01_O1_ACCEPTOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,0e945aa27c590a4ad7bbbe2b1e1feb30a3f9243cdfc20a961b43729f545162be,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
08_MIN01_O1_ACCEPTOR_2.1,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,91f55738a463db9de345ad07d1dae844066198b0b0de66a3ea227818caed0041,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
13_MIN01_O3_ACCEPTOR_1.7,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,561d7521b3422710725e708568444cf55d28d08845fa1da4acedeba3312c0d0d,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
01_MIN01_S_ACCEPTOR_2.2,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,fc455f91c9328a9a15222d0a286c5886d358a069552b8144d55ff28e19797e79,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
14_MIN01_O3_ACCEPTOR_2.1,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,e98e3e49cbe871ebcede28ecb1cd0425979ab39cc508ce007e2a12bd3d6e8080,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
06_MIN01_SH_DONOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,6068308b5b2a23c022ee6c883ec5ca9323bbb8e3add960eeaae3e11674922643,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN03,CPU_PYSCF,RELATED_EXISTING_QM,MIN03,MINIMUM_OPTIMIZATION_TRAJECTORY,cb624b16c02b6be8459625f8e055436cc1b62f9ed0dd9f88c3a35f20d58858ae,0636fff3809f396bb08851c4dee9791891cc7ab5123e74cc98b59d3055ad722b,-1477.924177147689,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN04,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,MINIMUM_OPTIMIZATION_TRAJECTORY,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,68e123edc1b89f173caf2da110047b74c3a95b8b95d6574c292e585738eccc7f,-1477.9243060704052,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN02,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,MINIMUM_OPTIMIZATION_TRAJECTORY,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,9f23b0f9fbb5d1215f9f18841a5bccd27801836984ef31272af8f900e1847fa5,-1477.9410218953776,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN01,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,MINIMUM_OPTIMIZATION_TRAJECTORY,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,b615c1b50c4d7114d5147592bacb8b86177b8e276e84480e411a4d9091b607b7,-1477.9438395697157,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
regeneration-A,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,OTHER_EXISTING_GEOMETRY,,b5a6f368539949cc89a6dae458592fe9ce5ec674b82f04fedb058fe06b50959a,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
regeneration-B,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,OTHER_EXISTING_GEOMETRY,,6112223e99e85cee8187ba72ffed5681af4851d88e6d1157dc991af5cdd419e4,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN04_SH_DONOR_1.7A,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,OTHER_EXISTING_GEOMETRY,,744d1bceb406a5f182dae28be95e408fb83b9a099d922e973218e58fb4fd229f,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN04_SH_DONOR_2.8A,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,OTHER_EXISTING_GEOMETRY,,9995a5f397ff46bc483001bb1c461d334a5abb601ca8c27bda2842c3242c236f,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN02_SH_DONOR_2.8A,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,OTHER_EXISTING_GEOMETRY,,a9e8f7742cf0e59700c7e9bfc3e6d90f600c0873abf6d83621445a28d5595929,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN02_SH_DONOR_1.7A,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,OTHER_EXISTING_GEOMETRY,,2c4a3ffd7c46f1dc47213a9fbe53346eb8a323e1d783a4e6bb0d01b90b230062,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN04,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,OTHER_EXISTING_GEOMETRY,,c3c3b1dd735b30156bf16b25c3a17aba25e4445a36017e98cdd17d1bb2acf234,-1477.924306070403,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN02,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,OTHER_EXISTING_GEOMETRY,,1c9ca455dbc2bb15f012a592d55ce4ae2f69fed556c1864616b1a4a59bb739bd,-1477.941021895389,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN01,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,ed5cb6dee0a8022e205e7cce8c19e0f5b55bb69e4938e8495e631990cc4e7c8f,-1477.9438395697302,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
QUAL-MIN01,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,FORCE_CLOUD_PERTURBATION,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,8c50328339e94f1f0b46a07b40d97ed304dc66d3799ff58a56aa862e546fa2f3,-1477.943839569732,2.9820095988906306e-05,0.0001434440438874418,6.610756876487693e-05,NOT_EXPLICIT,True
regeneration-A,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,OTHER_EXISTING_GEOMETRY,,b6f1d49285b7554f286e99544d61ad859d99099936e2cad4777f89969ddca5f4,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
regeneration-B,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,OTHER_EXISTING_GEOMETRY,,4e83969af80b4f74ea81da6c926d51581c0879992a3c618b83237899979ad827,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN04,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,OTHER_EXISTING_GEOMETRY,,b881219d77ffb471673c94d5b32ebdd13ec4fd194e7d06a34b33c0b26fed1c78,-1477.924306070402,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN02,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,OTHER_EXISTING_GEOMETRY,,0fc1be464cabc094fd24f042baac8687668d968e7050c54ddfcadc779c0c9e20,-1477.9410218953944,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
MIN01,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,74dbbdbe5266ff8d484e7897cbc574e2353d44b101ba373b71b76eebd090b5ec,-1477.9438395697284,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
01_MIN01_S_ACCEPTOR_2.2,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,f65558b918cb2e7e549fdc3e1271c6293149b31ecbbbd2d902b8a6086778bdc0,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
phi060_psi-060,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,e1f3e1d2de036c727820d60ffa267252c7f93ed1f998d05c2b3463fb9a0ec6ee,cd7a02d4f4022be58a61b5368a7a63b8b53facb49039566284abb760495cefaf,-1477.9406288811,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi+060,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,5b53a02a7704e3a0bac07b556a1a51730324eb9ec14463cdc8e71f5dbd820ed3,6b2994382c6ceb565f4de757527d4f2410ff6f34388e412049cc3535484acfe0,-1477.807786610314,MISSING,MISSING,MISSING,PHI_PSI,True
phi060_psi+180,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,20fe390b2905139f25cbd2666431a0e8e8c326911dbcacb6d718101b86f7a946,2e89649c3b3fe52e96363affa7a64516e3d3727eb93643e4b44b888c5addda00,-1477.9241474598139,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi-060,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,39e23cf6b34781fc3368cadf467c82cfeeb65539009bd891c6e0a80051388779,c8e2df30318baf16a3ccb58c571e75bc7ae2019cdb5543b801d078b8b16ea95d,-1477.9405289815663,MISSING,MISSING,MISSING,PHI_PSI,True
phi060_psi+060,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,2e9c371154fa8e8aac9411044b71e0ab14fc054a7ef9bcdf8c05421e32c38762,d71106207882622d5b81627686e5d6d4341bae3ebafb183bf58839ab2ffc93eb,-1477.8073709140235,MISSING,MISSING,MISSING,PHI_PSI,True
phi180_psi180_direct_restart,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,,4102a5cbaff25910ae19877574e364c79f8596b2057739c07037aaad458f445e,-1477.9038863602764,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi060_neighbor_seed,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,,b8bec05f39c13b0d4e849d93386d08d60c980b7019408778ce0fcdea40cb0c9a,-1477.782941762115,MISSING,MISSING,MISSING,PHI_PSI,True
phi180_psi060_neighbor_seed,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,,f09eb6eb730662577be189cfadb812fc6a070d983b1069a1035eefcc1789b06e,-1477.7812283956325,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi060_A_p10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,4c497f2ff90096ce0a7fe72e8da72441fbc7d7fe3f4e9a4d91a1289a643d22ae,7c7ccf2452778256ca2e8d6c421f3a5c05832396ef62b16c2374c22234ef1bc9,-1477.8069851497207,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi060_B_p10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,6c8493352d6c333d6197533e0f4e09f924c89d212bbd4002a9f21dbec8f43380,f292e6ad511d8797303604acbc56c85c48d60b023d64441da135a8664062031c,-1477.8039296883858,MISSING,MISSING,MISSING,PHI_PSI,True
phi060_psi060_A_m10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,6cc005ff4a462ee049f950889316690ef8b1f87831916497d3cae37b91d239b8,f69ae6eacc071ea3b21feeab062fe453ab1c783e3d69b07843ffbecc31886549,-1477.8073044885737,MISSING,MISSING,MISSING,PHI_PSI,True
phi060_psi060_B_m10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,592826ec52b670ed031a756d458e26593b3715368e26abef71f25eaf307fe338,c68c6d7500b18909e8e89a9dd269f0a96deb7cf98e4ed04fbef397ff2d65be32,-1477.808666711318,MISSING,MISSING,MISSING,PHI_PSI,True
phi060_psi060_B_p10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,57097718117ebdaf66a7875dc81f774b9fd2b9a03a39555eccc5aba5d40b65e1,31686bb3491642dadcb1c65ce982b232071c4deba965f07b87bd8b2b8a8f55bc,-1477.8064938217717,MISSING,MISSING,MISSING,PHI_PSI,True
phi060_psi060_A_p10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,bed949e5dd50350c66fd99c1cfbf09763e4d300e7addfadffb21499783f95b22,4418954705b074896a36ad76ed4eb4e7642da86f3c485dc19effec174a66b627,-1477.8087426516354,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi060_B_m10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,7363908743bb53d48bd86111d7ac5fe2270148ba530619321f6342704bdbc2e3,841eebb1ade020a3f419b87709674185c3449c34a21d3a497b53a50b8d08edb3,-1477.8058928634869,MISSING,MISSING,MISSING,PHI_PSI,True
phi300_psi060_A_m10,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,f15f1b07092d2cb85a3d2524838fc1486fa641d2c1e192842bffe00a3cc52ce3,8b724efd9d88d843437270f2a38cbfbf0ef14a1d466684d71e19be46325365c5,-1477.8047876700061,MISSING,MISSING,MISSING,PHI_PSI,True
M-D02,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,00870d79d992eaccf2745f82c68fd21249b0c07d94abb191615a7d2a8c08fa35,59e25878db8b7a8088de158467c0df4a8fc8011243c3d954727bd4a00f1361e6,-1477.8790370730476,MISSING,MISSING,MISSING,PHI_PSI,True
M-D03,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,caf00eb3161828dc2255ac19d07231c89a5269aad489a3f233801ab85ea26ba0,8884917b656cad410146efc37688df8f5cbf8fcb03f1a0ffd907cdb847530251,-1477.900297629713,MISSING,MISSING,MISSING,PHI_PSI,True
M-D04,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,3e0d8744ce4ee0809f5a3e330a935a5e10385093a5f197c32a80b97ff0378980,7bdd048ee595b7625a4a0a6f80877f7b341f179211efde1192e08b4c9668e839,-1477.8933538827187,MISSING,MISSING,MISSING,PHI_PSI,True
M-V02,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,dabb21c77815a88289f50006f99e98aa8ad1dbe075db8e88fc3d48bbf808b788,56d693283ea5623896dd7f8ea945e916282c864487508fc0b5449c54ffc817e7,-1477.9234976321545,MISSING,MISSING,MISSING,PHI_PSI,True
M-D01,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,21ac1c506179f210be494d63e2210b037c5a8ca39707445fd572fbd485717c73,15cd53254bb8d04e94d18fa5d2fb2c54be7bad40a992387cb36792d66d76e39c,-1477.860417919358,MISSING,MISSING,MISSING,PHI_PSI,True
M-V01,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,50a9e12048b977c401ddd12added6b7d34d1a3f1031a05f6de7d19cdc3475e91,93b7c4df5f1844346fb2662819ed84871044bb6ccb6e06fd6292ad705b8ced3d,-1477.8033501278705,MISSING,MISSING,MISSING,PHI_PSI,True
