campaign_id,anchor_id,pair_id,scale,first_sign,second_sign,first_target_delta,second_target_delta,geometry_path,geometry_sha256,anchor_geometry_sha256,atom_order_sha256,charge,multiplicity,target_displacement_error,non_target_coordinate_drift,minimum_interatomic_distance_angstrom,connectivity_preserved,chirality_preserved
CURV-MIN04-S_C-C_S_H-S1P0-MP,MIN04,S_C__C_S_H,1.0,-1,1,-0.015,0.026179938779914945,geometries/CURV-MIN04-S_C-C_S_H-S1P0-MP.xyz,1f7aead11b2d924843eb4c7f104140111e7b862e11ce409589095c0e04cdd304,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.191891195797325e-16,2.220446049250313e-16,1.1021308080768448,True,True
CURV-MIN04-S_C-C_S_H-S1P0-MM,MIN04,S_C__C_S_H,1.0,-1,-1,-0.015,-0.026179938779914945,geometries/CURV-MIN04-S_C-C_S_H-S1P0-MM.xyz,9e368d5af7c1c97b85313454796243b9ac9eb4a3b9c92b0d76656d0db7fef4f7,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.191891195797325e-16,0.0,1.1021308080768448,True,True
CURV-MIN04-S_H-C_S_H-S1P0-PP,MIN04,S_H__C_S_H,1.0,1,1,0.01,0.026179938779914945,geometries/CURV-MIN04-S_H-C_S_H-S1P0-PP.xyz,5493e9e4097fdc953c2bd834361cb49b22be61206af38114dc3dee879f823cdc,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.983724378680108e-16,4.440892098500626e-16,1.1019067815432813,True,True
CURV-MIN04-S_H-C_S_H-S1P0-PM,MIN04,S_H__C_S_H,1.0,1,-1,0.01,-0.026179938779914945,geometries/CURV-MIN04-S_H-C_S_H-S1P0-PM.xyz,47170d93ffbbacd94dda8ce8d002034a3b1850104beb6d42d91589ecd3007675,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.968520370800093e-16,6.661338147750939e-16,1.1021308080768448,True,True
CURV-MIN04-S_H-C_S_H-S1P0-MP,MIN04,S_H__C_S_H,1.0,-1,1,-0.01,0.026179938779914945,geometries/CURV-MIN04-S_H-C_S_H-S1P0-MP.xyz,cee779450fef01e64aa8d1b352f380a7b6fb5232ea8fc3777fc71977c8f5b5b0,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,6.574601973952099e-16,1.1102230246251565e-15,1.1021308080768448,True,True
CURV-MIN04-S_H-C_S_H-S1P0-MM,MIN04,S_H__C_S_H,1.0,-1,-1,-0.01,-0.026179938779914945,geometries/CURV-MIN04-S_H-C_S_H-S1P0-MM.xyz,9b1f3bbf34d25b01312d93937b13b2e25d884345df475c0667e34793235ce7b5,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.677613769070831e-16,1.1102230246251565e-16,1.1021308080768448,True,True
CURV-MIN04-S_C-CHI-S1P0-PP,MIN04,S_C__CHI,1.0,1,1,0.015,0.05235987755982989,geometries/CURV-MIN04-S_C-CHI-S1P0-PP.xyz,7a51f555e5c89be22df89273e7f2198d4cc32a5102242a2593c82fb77385356c,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,1.1227130336521896e-14,5.573319583618286e-14,1.0961210374539898,True,True
CURV-MIN04-S_C-CHI-S1P0-PM,MIN04,S_C__CHI,1.0,1,-1,0.015,-0.05235987755982989,geometries/CURV-MIN04-S_C-CHI-S1P0-PM.xyz,fc02b314040a0011a48953a7b64f772a739cbb364799b29448c56e4d4d57fe67,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.583411759133242e-15,1.9095836023552692e-14,1.1021308080768448,True,True
CURV-MIN04-S_C-CHI-S1P0-MP,MIN04,S_C__CHI,1.0,-1,1,-0.015,0.05235987755982989,geometries/CURV-MIN04-S_C-CHI-S1P0-MP.xyz,55b86dd1c8ce4501ddf8738f34d31de0b93c64ac94717de3c0f7e91f1722c589,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.951173136040325e-15,2.2870594307278225e-14,1.094877002124159,True,True
CURV-MIN04-S_C-CHI-S1P0-MM,MIN04,S_C__CHI,1.0,-1,-1,-0.015,-0.05235987755982989,geometries/CURV-MIN04-S_C-CHI-S1P0-MM.xyz,a9284dabc49c9de5236c2a70e2955fdf2b00b5a999b283dc938984f8b0c1b97c,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,1.164346397075633e-14,4.8627768478581856e-14,1.1021308080768448,True,True
CURV-MIN04-S_H-CHI-S1P0-PP,MIN04,S_H__CHI,1.0,1,1,0.01,0.05235987755982989,geometries/CURV-MIN04-S_H-CHI-S1P0-PP.xyz,757e83b837e91e758a6eab9a5331f557c28e325261ff221961bd6b1cd0e4c573,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,4.2863282367910926e-14,3.8413716652030416e-14,1.0947102578683447,True,True
CURV-MIN04-S_H-CHI-S1P0-PM,MIN04,S_H__CHI,1.0,1,-1,0.01,-0.05235987755982989,geometries/CURV-MIN04-S_H-CHI-S1P0-PM.xyz,fb39a85cf5bb046afe3c8586a9a64cd4deaa4fa901bf518860752e96537382a5,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.954060607240905e-14,2.3092638912203256e-14,1.1021308080768448,True,True
CURV-MIN04-S_H-CHI-S1P0-MP,MIN04,S_H__CHI,1.0,-1,1,-0.01,0.05235987755982989,geometries/CURV-MIN04-S_H-CHI-S1P0-MP.xyz,a868e3f98a6e03f0259a7af23bb7bd093b0c14fd8119efb87426c69b919c2090,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.596255238047519e-14,2.7533531010703882e-14,1.0962935556870876,True,True
CURV-MIN04-S_H-CHI-S1P0-MM,MIN04,S_H__CHI,1.0,-1,-1,-0.01,-0.05235987755982989,geometries/CURV-MIN04-S_H-CHI-S1P0-MM.xyz,8358ac2d44f92670a06e9f4275857307360a862c550b34e04cb20c13259d1364,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.8627087639575564e-14,3.419486915845482e-14,1.1019653520427557,True,True
CURV-MIN04-C_S_H-CHI-S1P0-PP,MIN04,C_S_H__CHI,1.0,1,1,0.026179938779914945,0.05235987755982989,geometries/CURV-MIN04-C_S_H-CHI-S1P0-PP.xyz,35e969a8ed91e700a302492bacaddbe9a54ff5a52dd415f8e62bfa5cd47b00b2,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,1.1354112094963398e-13,1.6053824936079764e-13,1.0980925981685072,True,True
CURV-MIN04-C_S_H-CHI-S1P0-PM,MIN04,C_S_H__CHI,1.0,1,-1,0.026179938779914945,-0.05235987755982989,geometries/CURV-MIN04-C_S_H-CHI-S1P0-PM.xyz,b6e5d81ffdab5e77289f955372884c5992235e81eeeb0a441ddb7b6cebbc3905,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,9.402201239794294e-15,1.199040866595169e-14,1.1001529731612736,True,True
CURV-MIN04-C_S_H-CHI-S1P0-MP,MIN04,C_S_H__CHI,1.0,-1,1,-0.026179938779914945,0.05235987755982989,geometries/CURV-MIN04-C_S_H-CHI-S1P0-MP.xyz,c0b369f6eb4a260af7034c2b18ca1291c33df1da89e020bcab5c20204e7f51ec,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.36136715420821e-15,1.2212453270876722e-14,1.09299026730542,True,True
CURV-MIN04-C_S_H-CHI-S1P0-MM,MIN04,C_S_H__CHI,1.0,-1,-1,-0.026179938779914945,-0.05235987755982989,geometries/CURV-MIN04-C_S_H-CHI-S1P0-MM.xyz,42d470219d5c75f9b06bf9a801a8b9136959c135aa5383cc905808c62289b1c4,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.940764795184464e-14,1.3300471835009375e-13,1.1021308080768448,True,True
CURV-MIN04-PHI-PSI-S1P0-PP,MIN04,PHI__PSI,1.0,1,1,0.05235987755982989,0.05235987755982989,geometries/CURV-MIN04-PHI-PSI-S1P0-PP.xyz,65a743445845a79dff5a3259ede94fb6a475e77dbd562a95b79c547bf835c8b0,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,9.454242944073599e-14,7.327471962526033e-14,1.072407785811561,True,True
CURV-MIN04-PHI-PSI-S1P0-PM,MIN04,PHI__PSI,1.0,1,-1,0.05235987755982989,-0.05235987755982989,geometries/CURV-MIN04-PHI-PSI-S1P0-PM.xyz,685ddacebeafd627814a92f7913234675f94b75db418c3a48e9a63c94df74a0c,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,4.8155923693116165e-15,1.7763568394002505e-15,1.083804415631241,True,True
CURV-MIN04-PHI-PSI-S1P0-MP,MIN04,PHI__PSI,1.0,-1,1,-0.05235987755982989,0.05235987755982989,geometries/CURV-MIN04-PHI-PSI-S1P0-MP.xyz,8e2026b328b81c96d30563f24372180ab13471a7d9b259ee9fca9f6fdf923a26,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,5.287437154777308e-15,2.220446049250313e-15,1.0930044109876915,True,True
CURV-MIN04-PHI-PSI-S1P0-MM,MIN04,PHI__PSI,1.0,-1,-1,-0.05235987755982989,-0.05235987755982989,geometries/CURV-MIN04-PHI-PSI-S1P0-MM.xyz,b690d2f29802d6c670cb6cd8ac8e134effb6445f213265cf889649cef329626f,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.724209746673978e-14,4.729550084903167e-14,1.0966235333173542,True,True
CURV-MIN01-S_C-C_S_H-S0P5-PP,MIN01,S_C__C_S_H,0.5,1,1,0.0075,0.013089969389957472,geometries/CURV-MIN01-S_C-C_S_H-S0P5-PP.xyz,4e4e6011cf47af27a41c67e0b76abdb4be8ddbc7cba40bdbfe65b5963a0b962a,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.324772193669112e-10,1.098999335980011e-09,1.102680603840399,True,True
CURV-MIN01-S_C-C_S_H-S0P5-PM,MIN01,S_C__C_S_H,0.5,1,-1,0.0075,-0.013089969389957472,geometries/CURV-MIN01-S_C-C_S_H-S0P5-PM.xyz,9a2b94c5e042a57ba94b53bcdd69e7d0d3d135667cc82d8b29826ebf57083b99,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,9.506016702964803e-10,7.754601405451922e-10,1.102680603840399,True,True
CURV-MIN01-S_C-C_S_H-S0P5-MP,MIN01,S_C__C_S_H,0.5,-1,1,-0.0075,0.013089969389957472,geometries/CURV-MIN01-S_C-C_S_H-S0P5-MP.xyz,895d5eee9c0c31811a46544bfd451dab96f6163bd153898d139895f0e52cd05c,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,9.256832349258115e-10,7.794952461281923e-10,1.102680603840399,True,True
CURV-MIN01-S_C-C_S_H-S0P5-MM,MIN01,S_C__C_S_H,0.5,-1,-1,-0.0075,-0.013089969389957472,geometries/CURV-MIN01-S_C-C_S_H-S0P5-MM.xyz,4df1628083e7d80643a4cb3526e0b238a37d5de8b2da279d2c8432656409cb02,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.3445551189670297e-10,1.0726718402409574e-09,1.102680603840399,True,True
