run_id,classification,old_receipt_path,old_receipt_sha256,new_receipt_path,new_receipt_sha256,old_recorded_count,coordinate_model_count,profiled_count,emitted_count,poses_sha256,redocking_performed,source_table
B0_SAH__R_DCMB_PROTONATED__s7,METADATA_CORRECTED,analysis/mettl7/mettl7_sam_sah_routing_v1/production/runs/B0_SAH__R_DCMB_PROTONATED__s7/receipt.json,daaecb6de18d7e3ff1dc00a1df10e064dde971a303c33d0b129eabce3826e6ad,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0_SAH__R_DCMB_PROTONATED__s7/receipt.coordinate-authoritative.v2.json,254190cfa3701438e4a13fc1955230e47007e234358a99ac607687839c619681,9,8,8,8,435887bab9dc5800ae6cf9e85610ba32e37e1f986a185ab72af9d4b9ae106026,false,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv
B0_SAH__S_DCMB_NEUTRAL__s7,METADATA_CORRECTED,analysis/mettl7/mettl7_sam_sah_routing_v1/production/runs/B0_SAH__S_DCMB_NEUTRAL__s7/receipt.json,d0c2ef42a49cdeabed9055d619fe6234e6351f8d1294e654503bef62714f1593,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0_SAH__S_DCMB_NEUTRAL__s7/receipt.coordinate-authoritative.v2.json,5c1e7f4310906e77aa47e5bd90e92cf3e2c008455fa0733135dce34aa343513b,9,7,7,7,b42fdea795b1585eb50f3a7642cfd7334ac35a4f448e859fc49aed132f7e56da,false,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv
B0_SAH__S_DCMB_PROTONATED__s42,METADATA_CORRECTED,analysis/mettl7/mettl7_sam_sah_routing_v1/production/runs/B0_SAH__S_DCMB_PROTONATED__s42/receipt.json,fdb7f4f25ded01d80405ea1555ce007c0816cbc936d9bfae730fa61014c384f9,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0_SAH__S_DCMB_PROTONATED__s42/receipt.coordinate-authoritative.v2.json,4c8824bae0fe1d0101f77fb4fb1cda55cebd82b7544add925f148360a7ffdf94,9,8,8,8,1ef38da0e647b4ae5102cb8afd2366d3f63b395c5f0ba0130560da2b2582d502,false,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv
B0__4NBT_RS_MINUS__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__4NBT_RS_MINUS__s1/receipt.json,808930c358019c708030c1b760d0ebabdef4697f9f209c5230278a4b4dad97af,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__4NBT_RS_MINUS__s1/receipt.coordinate-authoritative.v2.json,f42fa901f2f1ae2cacd9b426772b1e94cf8e7cd32a30d40e3517493ae79637b5,9,8,8,8,8922876065b774f26f17a6298ca69dfe91c30746928201374fde714cd803c647,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__6MP_THIOL_NEUTRAL__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__6MP_THIOL_NEUTRAL__s7/receipt.json,ebd4c2d1ed5089d7c79d8de9ca4374ca0f93fbbb9d6a740a42e637f82d1541ef,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__6MP_THIOL_NEUTRAL__s7/receipt.coordinate-authoritative.v2.json,b1d3375c571cc9a363088143fcac361c07441098c4ecd81ecb98ba4df514af1a,9,8,8,8,1e1ffaa29a8fe969df4e0f742ecdced0c5a0b1d2c2a4a55976aadc744900bbd2,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__BRICS0008_NEUTRAL__s1,METADATA_CORRECTED,analysis/mettl7/mettl7b_design_campaign_v1/production/runs/B0__BRICS0008_NEUTRAL__s1/receipt.json,340430e986f7bd63cdd49caff1c3e5fd52894ad3dd6ce8806e938a99c4c8af38,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__BRICS0008_NEUTRAL__s1/receipt.coordinate-authoritative.v2.json,c8b217bc1f794133fc3091323c890429c5d5e61475cc1405b74c8b4305e4d39a,9,8,8,8,739bef1f8b44e814077ba5ad0de3e2d60ff5b90c8460ad00db129786e089496e,false,analysis/mettl7/mettl7b_design_campaign_v1/postprocessing/METTL7B_DESIGN_POSE_LEVEL.csv
B0__CAPTOPRIL_RSH__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__CAPTOPRIL_RSH__s7/receipt.json,8ea6178a19c4859c58c08fb89a2135f5105fe3deb38fda6797a79dcd1a96c1dc,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__CAPTOPRIL_RSH__s7/receipt.coordinate-authoritative.v2.json,9423284dbb2491978a0ad4801bb84bc1d86051d2dcf13833c6810fc453186204,9,8,8,8,c3b001170b8332d5fe1f05c95fd5e284b5675ff50c8e1d12040f854a0134fbdb,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__CAPTOPRIL_RS_MINUS__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__CAPTOPRIL_RS_MINUS__s1/receipt.json,6e276c80c457ccd8c74fc008c9b8cf2fde9eaf87885352e04c65769c0b2f139b,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__CAPTOPRIL_RS_MINUS__s1/receipt.coordinate-authoritative.v2.json,c3f70371c2175fb73b7c3b50b8c7e68863af14babd711f60c8cc38bef4e052ab,9,8,8,8,8e7649136f2dc6dae4a91c0f4e9a86898049aea714b54db811298867d2ad2d7f,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__MCV1_BRIDGE_O_TO_NH__s7,METADATA_CORRECTED,analysis/mettl7/mettl7b_matched_contrast_v1/production/runs/B0__MCV1_BRIDGE_O_TO_NH__s7/receipt.json,6fe823df4bdc00a7eff1a808c428d35fd6bb3c9a61b8c5efe416a506274639a2,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__MCV1_BRIDGE_O_TO_NH__s7/receipt.coordinate-authoritative.v2.json,9342da81cff5cf24299c3999568023045713a34035796c27c040ee46aa6acf76,9,8,8,8,78f8b930c85ac659b4333c39a71694165a2cc5fabd0363c6ab8c963e1bd6d255,false,analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv
B0__MCV1_POLAR_C22_HYDROXYMETHYL__s7,METADATA_CORRECTED,analysis/mettl7/mettl7b_matched_contrast_v1/production/runs/B0__MCV1_POLAR_C22_HYDROXYMETHYL__s7/receipt.json,a0539abc5f2ba60f465a5c2355f9e5517361f0cc8618e7c7f8257c99288e09ba,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__MCV1_POLAR_C22_HYDROXYMETHYL__s7/receipt.coordinate-authoritative.v2.json,3a25b32f13b0f9fbf1dbc38f2074d4a8dc7d6b111bf8176dabe0cd023c98a3ba,9,8,8,8,744b1bf5256b49661e1d8a9dc2551a7b8637f395e397c6dc21c405b6beed9b56,false,analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv
B0__PRASUGREL_RS_RSH__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__PRASUGREL_RS_RSH__s1/receipt.json,db640864d7df3ed1c2ee485ee29866867f2792ec1949d06b4dfc47f1b969417e,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__PRASUGREL_RS_RSH__s1/receipt.coordinate-authoritative.v2.json,a25dfb5f719f87dada8bd2228ac4a375037062d2e6c1f77f9f61fcf9882a547e,9,8,8,8,26d087c871f16bc3e134cf032c1ad368c21c8b015a86d97d6437e59c6cba040e,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__PRASUGREL_SS_RSH__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__PRASUGREL_SS_RSH__s7/receipt.json,e82dfa4be2a97122009801b9d0173accd2c8b8fc3d2d00570b9f9e24a6d1613e,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__PRASUGREL_SS_RSH__s7/receipt.coordinate-authoritative.v2.json,ed4bbc3cf33738077e2785394c88ac16c5a20861e151dc03876c2c14a97f9d33,9,8,8,8,2920ca3801b31ae84aa9a395171827dbf22b2c4f06e262feb6f94d659f61dfb4,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__R_DCMB_NEUTRAL__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__R_DCMB_NEUTRAL__s1/receipt.json,3aa2bd21ae88e6ad3cebbf61b5a57d917901a9cf6a26ef74aff9f6f72db8f571,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__R_DCMB_NEUTRAL__s1/receipt.coordinate-authoritative.v2.json,f0b7b5c3d8865cb1323c52eff979e15dff606a400bf40ed65d21e6b7f63b8725,9,8,8,8,3341275287211bc7b0c8f4bf7971260c9b7a794820b4946a2777558e516a07d6,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__S_DCMB_NEUTRAL__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__S_DCMB_NEUTRAL__s1/receipt.json,7904149579518602544e67f7a47ef09c657d4e4612022a2bd2c4bbba8ec628fe,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__S_DCMB_NEUTRAL__s1/receipt.coordinate-authoritative.v2.json,642108b51dbd198e01ac5d6f5c8a9c0e303fb3f905430397efbf2282f5a8f526,9,8,8,8,9d508a767848ec8d9e386a7c189f3ce2474d5b278100491703384bf140bd6d2b,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__TSL_RSH__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__TSL_RSH__s1/receipt.json,e73af612affe6ba491f70008ca8a647188e8ccbd44ac5cb8d97ea06a1ff27313,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__TSL_RSH__s1/receipt.coordinate-authoritative.v2.json,6102d13bbccd198cf55ce9cbe5861fdb6e5f8779ea8f20045a15979ec35d9966,9,8,8,8,2b9fa64d633480ae479b6279319116070d17e3fdbe8fd1fcd4a526a6fa955376,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__TSL_RS_MINUS__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B0__TSL_RS_MINUS__s7/receipt.json,443ac32610049766637eae7d2d92fb4e30fd6197dd71067f5be0524543ba4829,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__TSL_RS_MINUS__s7/receipt.coordinate-authoritative.v2.json,c6f00815ebbb6a86fae19fe6b4e36334a644745285b067981f06faae80926055,9,8,8,8,7886f12bf3a2c019128a6ec3306c2e96ab2c80b1650478d6da696ad8f5fcfa58,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B0__TWOEDIT_S05_C22_FLUOROMETHYL__s42,METADATA_CORRECTED,analysis/mettl7/mettl7b_two_edit_matched_contrast_v1/production/runs/B0__TWOEDIT_S05_C22_FLUOROMETHYL__s42/receipt.json,10cc09428f8a13aa1ca95f78b72d8a2b25626fd0d251af202468f8df67c39c74,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B0__TWOEDIT_S05_C22_FLUOROMETHYL__s42/receipt.coordinate-authoritative.v2.json,59cf2018c975382d1af05d29e246fbda1e038f9f3b9ccce5972ec5803fa554cc,9,8,8,8,233d7e50696f0bc32ffd39c0d7ebdd7c4df417679a7151f1ccbc2de44a4215d8,false,analysis/mettl7/mettl7b_two_edit_matched_contrast_v1/POSE_LEVEL_ATHENA.csv
B1__PRASUGREL_RR_RSH__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B1__PRASUGREL_RR_RSH__s7/receipt.json,e0b08990e8dbfb748d4570c5f43f09ba8b865819464adddae3d85d746dc713ea,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B1__PRASUGREL_RR_RSH__s7/receipt.coordinate-authoritative.v2.json,22dee63e3b12999b88f6a33b5fc1ff2385cfb16a4f80daba0a0b5323ca34bb14,9,8,8,8,948a5874946b393d71ceca8c9fe14903ea6b6d3b96ea2e3c72222ff94cfb8355,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B1__PRASUGREL_SS_RSH__s42,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B1__PRASUGREL_SS_RSH__s42/receipt.json,9ae4a9a7588803eefe097ddf00836c557da6a4d48ee4ca71661f01c39cdc9e17,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B1__PRASUGREL_SS_RSH__s42/receipt.coordinate-authoritative.v2.json,7ea7240f025f6e0a4b0d75cd8f2c7280eea8d3bb08ac06c50328604a429da573,9,8,8,8,4c66e7168c6a208b69c28e8134f4e314fb5a44715c8ed2888813c78fb131b719,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B1__R_DCMB_PROTONATED__s42,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B1__R_DCMB_PROTONATED__s42/receipt.json,560f63623b3a080602f8e595b6385db90a500d0ba959699108a6855f863c1345,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B1__R_DCMB_PROTONATED__s42/receipt.coordinate-authoritative.v2.json,346556673158c498e9c61077c8e458ec863b64ec9169ac01cd4da175fb2611df,9,8,8,8,485805e09395ced232a951d7f0e8bec18653f11ecb630272a7bb914a2f3a1446,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B1__S_DCMB_NEUTRAL__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B1__S_DCMB_NEUTRAL__s1/receipt.json,bbf901911e82652425fd22fae232dd052619aae98f27355788e0eaf206e7ecdf,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B1__S_DCMB_NEUTRAL__s1/receipt.coordinate-authoritative.v2.json,b266b584f8e1867ce5a65c0652567ffcec8252547af80d28580e535f952bd540,9,8,8,8,1518ecf29e14a7d6ef5f3ecc78c41d1964ff8cfefe2b7df824862c6e74c08f54,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B1__TSL_RSH__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B1__TSL_RSH__s1/receipt.json,99932689e4acc1250fbce99ccd875c0ab3ebc1d4e66957e7ab8e5828e8461807,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B1__TSL_RSH__s1/receipt.coordinate-authoritative.v2.json,9e949ec24b7cdfd67136b1cc38953be183da67ae0f3a149aa566b213716e4705,9,8,8,8,cceb1c00489f10933b6c9fd0217bd68ae3da3b74d12afe7a9b6daa73b6cd2340,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B3__4NBT_RSH__s42,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B3__4NBT_RSH__s42/receipt.json,8b6dd53a6f2990914881e45ee413266ecd57f452a1a9c92effaf3d4bc8aca86c,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B3__4NBT_RSH__s42/receipt.coordinate-authoritative.v2.json,9632efb3a9f53a175761e34dfa1bfbbabd4bf5a353ab7396c6ab86e7572e73ea,9,8,8,8,a4de1e28139fa8da792f21a4244051d62b7f9f44908d93cc2e5b4ec3bd6a2db3,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B3__6MP_THIONE_NEUTRAL__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B3__6MP_THIONE_NEUTRAL__s1/receipt.json,6e1d330c4bdc847ed3da149f0be24eea384079756187e5293d4e577bfb3f1907,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B3__6MP_THIONE_NEUTRAL__s1/receipt.coordinate-authoritative.v2.json,6ba2e16153023cc73ae30b0bf581c625c43de78fa2243a7966150bac335af3d9,9,8,8,8,3a23883111d9ce672832c88096db08c8936e5b077a330c49761de1726527f7e4,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B3__6MP_THIONE_NEUTRAL__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B3__6MP_THIONE_NEUTRAL__s7/receipt.json,d3b5407a812f12c8a914ee750ab04bfd364db3701cffd4d59c4d56f07f5607b0,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B3__6MP_THIONE_NEUTRAL__s7/receipt.coordinate-authoritative.v2.json,a789e86e2f0b4820beda13ea0a6077e2f3ef44c32e3697b1783edef0c6c11cb7,9,8,8,8,3a4cc52a744c30ac9c4b47ed6f3a1ba2811a582f0caefc3e7c2fa6d2851e50d8,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B5__4NBT_RSH__s7,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B5__4NBT_RSH__s7/receipt.json,2e6a0d5a7aa2b62b95425a81e849079d7eabca47e760cb5fe091916d88771c09,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B5__4NBT_RSH__s7/receipt.coordinate-authoritative.v2.json,a9b646480dda57ef47b7f789d705e8693f17bd6ccae6dd4ceeaa8d8158a25b55,9,8,8,8,9945980e055adc5efdfc22082883471dd19daf4d260cd670b1f54ce04b7a389e,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B5__4NBT_RS_MINUS__s42,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B5__4NBT_RS_MINUS__s42/receipt.json,6f84ec9c84c01baba94075e7e6bd3e149c8de3d8a3ee776b966016651d82f948,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B5__4NBT_RS_MINUS__s42/receipt.coordinate-authoritative.v2.json,662a633d7ff7c0c94425c7a4dac51e6554448567da7489b7e12b50a935691ea8,9,8,8,8,c0ceaa4a0cf926c5f8408cdc3f28d80352859a7418b74c15e5144a18e6f7f1d8,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B5__BRICS0003_NEUTRAL__s42,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B5__BRICS0003_NEUTRAL__s42/receipt.json,2b5d2a206ceb015c8c322a1143e2de0c2f5e8e066928c25f63051e13b2a51fd2,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B5__BRICS0003_NEUTRAL__s42/receipt.coordinate-authoritative.v2.json,99b5ad4ade940103a1078dde921cfbd9793f2bff2e17cb2089fc92a93221eca9,9,8,8,8,37836063dace886079bc15653348c3f682760b2d41b6a4908838c44535d753d9,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
B5__D_PEN_RSH__s1,METADATA_CORRECTED,analysis/mettl7/mechanistic_matrix_v2/production/runs/B5__D_PEN_RSH__s1/receipt.json,21c67abf3b81e3d074664745e66b86ba3a2b5cd56c1b735e948d2a8b182e9a98,analysis/mettl7/athena_pose_completeness_closure/historical_receipt_recomputation_v2/B5__D_PEN_RSH__s1/receipt.coordinate-authoritative.v2.json,d96826b8a18669052a468af39146ffb5bf7baf53b38181eb126091da2edac64f,9,8,8,8,068acbde06278ea8c75a5817c92f36e8e4f5fcaea80e22969254c92a073958b5,false,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv
