pool_index,geometry_id,source_path,geometry_sha256,nearest_anchor_graph_distance,selected_next_qm
123,POOL-0124:trajectory-021,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-021.xyz,84ce73eba31ac6af5300eb0bcd5a5b710f0b6cecfd86579df6e7600dbcf72514,0.5229955982158758,False
124,POOL-0125:trajectory-022,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-022.xyz,7a249725d996e54545f34b9af5262939d7e1fb606f44aa0c55d45937f090c9f3,0.5172632698014525,False
125,POOL-0126:trajectory-023,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-023.xyz,4170b12daf9501e720cd425b73e639f96c43c01d3e77970867d34179fc18c8e1,0.5014489352607687,False
126,POOL-0127:trajectory-024,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-024.xyz,111d358950402cf90cf46f0c32ff2a0040cf4fc1562297142edfb88546454471,0.4735065244470822,False
127,POOL-0128:trajectory-025,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-025.xyz,fb70a308f604ba124e8581c6276451d054f6a5db88356ead0e5ff2f47f00a19d,0.44983576621990023,False
128,POOL-0129:trajectory-026,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-026.xyz,99cdd6afb11ed861722b444312879990febf9e21b98814c7c5d0daed006150d0,0.42180856600307826,False
129,POOL-0130:trajectory-027,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-027.xyz,89b58b44aa6993d69de9bacef49083e1fa4ff0038d5216847fd7c4cacf0f1d6e,0.42062711085642734,False
130,POOL-0131:trajectory-028,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-028.xyz,b9b4cf1f63af2af6fe04acdb599e0431d9de193b61be6fda89f56e7e69c77069,0.42137747892372274,False
131,POOL-0132:trajectory-029,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-029.xyz,b997c730bfe73c7e3a16a8b97557a3faf57c64dacf2aea95cc7f5fab1f40bd8f,0.4232015477043451,False
132,POOL-0133:trajectory-030,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-030.xyz,bbada009f0e9fcf7f2bde7ae7b8c8ab2ec8fe1e694223e1a6eea4e7c1a57eb8f,0.44817709474663714,False
133,POOL-0134:trajectory-031,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-031.xyz,4296a24b3674bb2f95546014e070bcbb3b278cb9673fd30eff1cb22c242930d6,0.45881368240472126,False
134,POOL-0135:trajectory-032,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-032.xyz,9a490e8b27971553c637aa8abe12877b93974519da7bd4065bf8c15f7adf8858,0.45082763716158947,False
135,POOL-0136:trajectory-033,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-033.xyz,a4c13060b8f6b8c58cf38f31cf64afafd4a1631cc1790ca7eceb4642cc480781,0.4391810030997523,False
136,POOL-0137:trajectory-034,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-034.xyz,8010300e03c28a06754c2925c4b745ef88664f1f5a35d1fcc76950187de9081a,0.4219269055069563,False
137,POOL-0138:trajectory-035,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-035.xyz,02ed1b9639677d5894fb9408bbe39d7741e693c9976ae615327fae7056e0a05e,0.4198091947999682,False
138,POOL-0139:trajectory-036,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-036.xyz,0f8f180d9cf5dc3341b047ee73342f61712d8f35b5ef053e1b91ac1079d67271,0.4209152784314539,False
139,POOL-0140:final,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/final.xyz,6cc005ff4a462ee049f950889316690ef8b1f87831916497d3cae37b91d239b8,0.8503655770429321,False
140,POOL-0141:trajectory-001,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-001.xyz,d23c9b0d5383bc08ee16b1354f9033196915afd94c65e729478a8d4bb3b70f46,0.7020052780820243,False
141,POOL-0142:trajectory-002,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-002.xyz,6be83669b7457a5ae55fe07ef86bae0e80e645143efdce2fdd40165c62643399,0.6370220559697305,False
142,POOL-0143:trajectory-003,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-003.xyz,1dcf738fd1d39ad1d587c0f3dfc624e668b8d51087f50dad507337b637808ecb,0.6902598682739062,False
143,POOL-0144:trajectory-004,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-004.xyz,39cf4d04bed5b3c8781277a17f64a24d63feff33cf3e83ee759e8b1b74861bc2,0.7672602898047993,False
144,POOL-0145:trajectory-005,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-005.xyz,28b391111382227a0da7dbf7b4dbfd34ef0827ebf0e78d1ec646eafef0530765,0.8100942420885757,False
145,POOL-0146:trajectory-006,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-006.xyz,4a65224f88e26576dd1273ad7ebb931c1ca791aef11f3f4b247402200d245431,0.8226412938282117,False
146,POOL-0147:trajectory-007,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-007.xyz,36065de81ef85e13cfe8ded767cf3245dce27f166c5b5ac35a80d5f311aa1c16,0.8247164762162212,False
147,POOL-0148:trajectory-008,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-008.xyz,b3309f098adf519ac7b93e73087dc8ee736ee8ef1236402f6a529fdae63a5b58,0.8233706437940549,False
148,POOL-0149:trajectory-009,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-009.xyz,cac06cedbd7fbbca578b9cdd60b19281c2fbdea52e4257e0b464ef30b4682191,0.8098445680036743,False
149,POOL-0150:trajectory-010,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-010.xyz,c58fe55d31ea7c81ef42b10f47ae0963d3ffcbc5705a14a09da93c8e01405991,0.8073256838529153,False
150,POOL-0151:trajectory-011,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-011.xyz,ee427d1e841dd540abb0b05d63024c3640afb68a954b69c2e4a0a81a83046e00,0.8054153938830584,False
151,POOL-0152:trajectory-012,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-012.xyz,c43a90996a6facec1ea70fef3dcc2070506e03a99333b7f38c140ab061ea9896,0.8077597691627066,False
152,POOL-0153:trajectory-013,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-013.xyz,6bbec040bd7bc3792b88a1901405058d6f951e01a024af42eedf9e040b7d6a72,0.8294165628236077,False
153,POOL-0154:trajectory-014,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-014.xyz,d9ae9a3b7d5658bd42b17d164fb8e9e705f24049963926f193543dbefd56310c,0.8492052681458923,False
154,POOL-0155:trajectory-015,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-015.xyz,a6e6759cffd67c861476e562527e4a2eb39180506be658465ce325e455209f65,0.8918223566748976,False
155,POOL-0156:trajectory-016,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-016.xyz,9f048a39e5114d044cba7429f8125db3899f3d0dfaad48ee11468e556485e5e4,0.8626285871749377,False
156,POOL-0157:trajectory-017,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-017.xyz,5192b88e6ace50b490b375c97e0f5ae56c5913b69119d0a9cc43e18625402fcd,0.8618037111852348,False
157,POOL-0158:trajectory-018,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_m10/trajectory-018.xyz,8b974cab26c24392abdc80d9dd7535ae3653d5ce37b89bb87f9c98f41e755867,0.8503655770429321,False
158,POOL-0159:final,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/final.xyz,bed949e5dd50350c66fd99c1cfbf09763e4d300e7addfadffb21499783f95b22,0.7769005748372719,False
159,POOL-0160:trajectory-001,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-001.xyz,494431904f2eb5906ee3a65cb8170eeccad77801af0a56a21ad2ecafe8e090e1,0.7020052780820243,False
160,POOL-0161:trajectory-002,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-002.xyz,632892b331fc611ad1839ff4df01a890c2e07f53fdaf70a79a075eba067dcdaf,0.4231333784653016,False
161,POOL-0162:trajectory-003,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-003.xyz,cbbbbe1c036022c6e432b5df22776053822a62b8392eb50cf88a2d7a4268cc39,0.4099265887391674,False
162,POOL-0163:trajectory-004,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-004.xyz,25f3f1ad1b9567bb50c1b7f48ef1330b8f30d7b124ff654d6a136a33543f442a,0.42360374507144943,False
163,POOL-0164:trajectory-005,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-005.xyz,3546b664242c62757fb6afc8949d61d22661faaf94c0fe691940837779d1ec19,0.46966077949345647,False
164,POOL-0165:trajectory-006,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-006.xyz,c5db7d7866c1cdb319f2cf005b6770adb8265c0437e086d935de780ef73c4aa6,0.59537811053344,False
165,POOL-0166:trajectory-007,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-007.xyz,7135bf53dce34902639513a25f97179f3e3b01aaf437b852a7b6b7e9201fd738,0.6231180411172135,False
166,POOL-0167:trajectory-008,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-008.xyz,932b31c1cb162d42ad1762dc6754c8b987eb71fe22754a7e1ebe11fb7bb47f87,0.6404575268308377,False
167,POOL-0168:trajectory-009,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-009.xyz,0a2ed8af83f4f15d8a12f42d8408f0831892d4cf6dcca6ce9c72b80277623836,0.648445627878149,False
168,POOL-0169:trajectory-010,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-010.xyz,33838750f552f2cc10c50c390947b411e4a40f7e216eccc8392b1063efe1a0d2,0.6645715009710274,False
169,POOL-0170:trajectory-011,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-011.xyz,0e5637525bb6f905a0587f1cfd0367ae061248453028d1db8506be64c99123da,0.6866093322320008,False
170,POOL-0171:trajectory-012,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-012.xyz,4ee1af00aeae99819bb79d570797e5cd1c34a2f1f4b2532e0229d5cefe67e78f,0.7239294418517712,False
171,POOL-0172:trajectory-013,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-013.xyz,917e9fea2c656b40fe41c1cfb96e10e9dfec55d617cd7f42a2ddcca85ee54812,0.756478434267496,False
172,POOL-0173:trajectory-014,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-014.xyz,7ad4626dde88f45b86bd2395e6007647991194057376cd3fe7dd145e81ee1bf6,0.786910255769098,False
173,POOL-0174:trajectory-015,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-015.xyz,2f397347c04d7b009f8e474d0f4791201398c87169a92c72c0be0f91bef115eb,0.8254915116562642,False
174,POOL-0175:trajectory-016,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-016.xyz,e3f95517c571b8ab0a29486c2d917eba35bf58aa0aff3fa91218b56b0695a56b,0.8257891478560584,False
175,POOL-0176:trajectory-017,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-017.xyz,9c32a4b5c53c729cb51ec93ac01bbd49202b0091e1d0f09bfec39b229913f1ff,0.8110516000418635,False
176,POOL-0177:trajectory-018,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-018.xyz,3c853eeea9db4d3963a2e23b042c65ee29a3c6d899ab151de046c84868f2b6b1,0.7962305702834808,False
177,POOL-0178:trajectory-019,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-019.xyz,63b152956eb54e8e14aa1bc330a38ed068bebdab412cc926f3b5b2a9186ce8b9,0.7819197387647638,False
178,POOL-0179:trajectory-020,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/trajectory-020.xyz,c35276f1d41a9849a4dce3a167d6a4ab303ec3bb0873ecae4b2203432927a680,0.7769005748372719,False
179,POOL-0180:final,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/final.xyz,592826ec52b670ed031a756d458e26593b3715368e26abef71f25eaf307fe338,0.8815665367353445,False
180,POOL-0181:trajectory-001,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-001.xyz,08ac6798a52a5188bed6ba231e51985bf950d21ef6c05c172282e632eae83bea,0.7020052780820243,False
181,POOL-0182:trajectory-002,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-002.xyz,baa460608098e54b044d03673e10694adf9cf6afe6b84bfb7cff865b88bfd625,0.7400675763931452,False
182,POOL-0183:trajectory-003,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-003.xyz,881eeab151899744e8c16e61fef3c634862854ceac0f9f045c071e921c0b2f20,0.4899964057316259,False
183,POOL-0184:trajectory-004,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-004.xyz,9fef0de0f20818b32433d5c0a00ca2e3362cb7c7051df871c7e5b1824c753840,0.5639511268505841,False
184,POOL-0185:trajectory-005,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-005.xyz,97cb473a5aeaa292000737b6daea37013cbbdf7f523133bb8d43d6a0cf2e6344,0.5297280981031988,False
185,POOL-0186:trajectory-006,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-006.xyz,5a78202d4fc8f498d9bc5d247392239a375781968d1bf3b2a57c29a3b64a3204,0.5151209060806388,False
186,POOL-0187:trajectory-007,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-007.xyz,f6090623305a918ecd4f9e7f74e80e7c58407134d39a5a91636be14f7aea2bd7,0.4874938248466734,False
187,POOL-0188:trajectory-008,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-008.xyz,182f1160239a4166e03d613bedfa53326e097a34ce94d8dbf78e8fb7f98f9049,0.4806136035611507,False
188,POOL-0189:trajectory-009,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-009.xyz,c659d5c535130913617e41812e1e54e613d134490ba05ac844071f69399b5063,0.4767823768568085,False
189,POOL-0190:trajectory-010,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-010.xyz,4374fb50d8fb973e8ff1db625c384e7bf4b22b632b08e2ee216c6552f6052f5d,0.5750299816278368,False
190,POOL-0191:trajectory-011,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-011.xyz,700f6e8c0430dcb88c01665eaea8561b28f2c68d254458d7b64de055b380d025,0.6542152669322124,False
191,POOL-0192:trajectory-012,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-012.xyz,6687d8d60be51048bee2889b67e22e1b9054ffa8a8995b834c1055351316198e,0.6967169365927619,False
192,POOL-0193:trajectory-013,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-013.xyz,2c91b1d4e61f3dab8a170840a2464492aa986eb2fbf2adec7186098853c5a14e,0.7406221735977432,False
193,POOL-0194:trajectory-014,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-014.xyz,0c35889ac3a4210b44aa75488e4cb6d7ad711192f0de77d349d6a1700556693c,0.7626418961533927,False
194,POOL-0195:trajectory-015,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-015.xyz,07f0687998ca84198c86ebc36b68e594475950947b422d6a92695ec44dc66972,0.771786232635105,False
195,POOL-0196:trajectory-016,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-016.xyz,e3daad45c8e0c1f67f8a901861c513a816ff9c5ab3a62e63c674e6b9686e2970,0.789841607606286,False
196,POOL-0197:trajectory-017,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-017.xyz,9ccabf44668861d86881d215ab75b38fcc88ebeed4afaea2b8308921f59c6bf3,0.8204941272913375,False
197,POOL-0198:trajectory-018,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-018.xyz,738fbebcda3fad02261e6a4ae11d3143d13eed03911e4524e122cddc0a096f2e,0.8279177410129729,False
198,POOL-0199:trajectory-019,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-019.xyz,4978b31a8e3290b0b67714c5f9ee2dae96da3fcedc70af8f0b25de95b50a5404,0.8327672837924629,False
199,POOL-0200:trajectory-020,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-020.xyz,5002aaca92ef9c74f5e5a876fda95daf0ed102a579f6cd5b92e0ddfaed92e33b,0.8553460941372569,False
200,POOL-0201:trajectory-021,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-021.xyz,6578a3713e033b0f838f8388ef4549cabab394779f64613f2e2efdf35668fd54,0.8803249611994135,False
201,POOL-0202:trajectory-022,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/trajectory-022.xyz,8c63d1c531296181899f6afc4f3c39ac516200b341bd015ea7d55252ac373823,0.8815665367353445,False
202,POOL-0203:final,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/final.xyz,57097718117ebdaf66a7875dc81f774b9fd2b9a03a39555eccc5aba5d40b65e1,0.7489795100166841,False
203,POOL-0204:trajectory-001,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-001.xyz,5678cfac9193cb37f5fb6705118d91350ba159b07daff452c01946c0240203f7,0.7020052780820243,False
204,POOL-0205:trajectory-002,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-002.xyz,09d00699798ef823a873db6a00b29b396ee4a1a0b94abf8bdb90892a33019216,0.44725456958033194,False
205,POOL-0206:trajectory-003,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-003.xyz,5eb7fafdaacf2801302893b16f01466eeba1be105b33e6f905d3408b3c4f7993,0.4287593279719101,False
206,POOL-0207:trajectory-004,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-004.xyz,5827e3006e9257ea96bd1c7391875c48d32b50c7daef86d1c1cba4eab461782d,0.4789479148477021,False
207,POOL-0208:trajectory-005,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-005.xyz,77ad05e68611c5f762e8c14e6096fa7face84317b7722c77604e2b0016260209,0.6428402340624693,False
208,POOL-0209:trajectory-006,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-006.xyz,55a493e71eb056663b5748fc257b3be45346c390f6d6fe7a3f02d86cdbeb68b0,0.6380713624076084,False
209,POOL-0210:trajectory-007,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-007.xyz,0ffafd6dba16821d8a1aab785dd7b96f72e4f44ddf3e2d7a72f216b50c4baeb6,0.6379675565200892,False
210,POOL-0211:trajectory-008,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-008.xyz,6ee80c7dd4e207d93e1c1efaf537ff8143a4ff9011f15d244e8dd51f4b9dc239,0.6458491267218481,False
211,POOL-0212:trajectory-009,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-009.xyz,44a54b0561a7395502103bfec5d03194e3eb4a6b2021a88f37171b319f6bd95e,0.6480334334575799,False
212,POOL-0213:trajectory-010,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-010.xyz,89824b6a06dd1e10105e9885548d27f438d231fdb199daa1f2160b91207f6b52,0.648166538084589,False
213,POOL-0214:trajectory-011,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-011.xyz,1b48d6d7bc051a5e7ef4e1e98d13ce02ff654ae72fb02f2b0bbc498b6d820395,0.6504324568867484,False
214,POOL-0215:trajectory-012,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-012.xyz,1e1db73af7123c40ab2ecb4a0c5893633038c752ce6c26837a82ee1a39f264dc,0.6566015251927385,False
215,POOL-0216:trajectory-013,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-013.xyz,692199cd76e18680a30b2fdea8f472b8fc1b41a4005d79f6e8801171abe554ff,0.6739124434066446,False
216,POOL-0217:trajectory-014,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-014.xyz,199f3241c60bedb6a404c056632fabbb0efa6af475626c8a5aff5b20aa7d791f,0.7213035304833295,False
217,POOL-0218:trajectory-015,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-015.xyz,63c9df5c607852cd8181486fc6071b22b5d517014d8cd61b627912b637fd0979,0.7632573444973901,False
218,POOL-0219:trajectory-016,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-016.xyz,bbc736c84fc1d2e145e64551d80bc037cbfb6cc07f10565577d965e70b88b1ab,0.786791509040258,False
219,POOL-0220:trajectory-017,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-017.xyz,446eb3c8154564ba119285e041f3600151bbef8eec2759ee263655b176b9af46,0.7887919265899958,False
220,POOL-0221:trajectory-018,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-018.xyz,cb996af7d726f1dca752e68bb259adb59302c2b1572bd30868272ff970d573a0,0.7875158729917183,False
221,POOL-0222:trajectory-019,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-019.xyz,e672bbc48cac85cfb8cdcde25f7fd42874b0895e23a2669bdb0700bd5cc2c7df,0.7949320012892689,False
222,POOL-0223:trajectory-020,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-020.xyz,ad7983fa7cb2f0763d460747c76393a43f334ce4da6f702f6db96681b9841743,0.7791978204541131,False
223,POOL-0224:trajectory-021,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-021.xyz,c4fb620591cb5b72b1f7ab071487f79f7dd1a177ca35155940dc16fc776a58b7,0.7649372420696908,False
224,POOL-0225:trajectory-022,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-022.xyz,c35e1458617c9123217c70da777aaff8d9933773bd8e1c4b5b6d7414bdf0a367,0.7540296455374431,False
225,POOL-0226:trajectory-023,analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_p10/trajectory-023.xyz,f004d05bfa13967acfb4746b9b27a7f85cd7acea10091de8ba61c5800858084f,0.7489795100166841,False
226,POOL-0227:final,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/final.xyz,f15f1b07092d2cb85a3d2524838fc1486fa641d2c1e192842bffe00a3cc52ce3,0.8329404002853386,False
227,POOL-0228:trajectory-001,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-001.xyz,f0d2438ae93ec2f2119d9eeddf08618189f5649b7760ffafd9d13f49dd291b91,0.49353521597819566,False
228,POOL-0229:trajectory-002,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-002.xyz,fe31146ba6805c6e657df8c781c7126ba2938ebd5aa4afaa1fa6c07e3311d116,0.6188161596559835,False
229,POOL-0230:trajectory-003,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-003.xyz,bafa3478b070cbb6279cdab80f10ef28922039dd5fecd8811b5404bde3951774,0.7080050678633939,False
230,POOL-0231:trajectory-004,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-004.xyz,29a1597b8af986a0e7800c7d047b6e8847cc34aa3632e43dbaa63eccafef8758,0.7321663583320206,False
231,POOL-0232:trajectory-005,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-005.xyz,6b911320f58a490511ba9f68d64087253785173459455948b73547a20a1f0e1b,0.7464932880260013,False
232,POOL-0233:trajectory-006,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-006.xyz,ae974942daa6bbc4a98fb10a95dbb4cf633bab3ab8ba9988d4e37ef869be3f3b,0.7592150559620123,False
233,POOL-0234:trajectory-007,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-007.xyz,bc2397770c9e4311ab919e903463bbed0be61e9c55a95df836328cbfcc891f78,0.775959920404515,False
234,POOL-0235:trajectory-008,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-008.xyz,6c19ae1776a4b700badec296bebabe83ae53fec1d991e089e2fd32ed65fb71a0,0.78481256418141,False
235,POOL-0236:trajectory-009,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-009.xyz,07913d8b3a158cf9de3e6bc607f2b7ecb831575eaf864f0e8537d8ef4010c0e4,0.8109835274672387,False
236,POOL-0237:trajectory-010,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-010.xyz,096efc36eee4903814a5577c2f8303bb817bec667f19c20f5485676c7fc97882,0.9053487545771225,False
237,POOL-0238:trajectory-011,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-011.xyz,9b8510269982a223ab5379870c6f4c1d100f91872c71e37d4a5799b667f31bc9,0.9637040299354219,False
238,POOL-0239:trajectory-012,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-012.xyz,ae58b175bfe79965234b41245ce99a6a6bd7b65cab387ad475b757c669c94d70,1.0187379763064113,False
239,POOL-0240:trajectory-013,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-013.xyz,9344b2805a54a2ec939f5ab307a765d50dcd75abf0a07e15d73aa9bc3cc58aca,1.0297230819693703,True
240,POOL-0241:trajectory-014,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-014.xyz,6e1329c1c6e1dc0db406c14eb68290c864f50e0ec61070c89ec06b685a765469,1.009158770300303,False
241,POOL-0242:trajectory-015,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_m10/trajectory-015.xyz,6009084e56c2c08950c81d1b82b63bf8ae86ebd9fb27b303c97ace5811e91b82,0.9915426121764404,False
